지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2010-06-17 12:00,25.3,0,,,1.1,0,50,0,64,0,20.5,17.9,997.4,0,1007.1,0,0,0,1.82,,,10,6,ScAs,10,200,,40,31,0,26.6,24.3,23.4,23.3
108,서울,2010-06-17 13:00,25.8,0,,,1,0,50,0,65,0,21.6,18.7,997.2,0,1006.9,0,0,0,1.41,,,10,4,ScAs,12,200,,40,29.5,0,27.4,25.1,23.8,23.3
108,서울,2010-06-17 14:00,25.5,0,,,1.5,0,50,0,67,0,21.8,18.9,996.6,0,1006.3,0,0,0,0.99,,,10,3,ScAs,12,150,,40,28.8,0,27.3,25.5,24.2,23.4
108,서울,2010-06-17 15:00,26.6,0,,,2,0,70,0,64,0,22.2,19.2,996,0,1005.6,0,0,0,1.46,,,10,10,As,30,150,1,40,30.5,0,28,25.8,24.5,23.6
108,서울,2010-06-17 16:00,27.3,0,,,2.3,0,50,0,60,0,21.7,18.8,995.3,0,1004.9,0,0,0,1.51,,,10,10,As,32,200,,40,31.4,0,28.7,26.4,24.7,23.7
108,서울,2010-06-17 17:00,27.4,0,,,1.8,0,50,0,59,0,21.4,18.6,994.9,0,1004.5,0,0,0,1.15,,,10,10,As,32,200,,40,30,0,28.8,26.7,25,23.9
108,서울,2010-06-17 18:00,27.3,0,,,1.1,0,360,0,60,0,21.7,18.8,995.1,0,1004.7,0,0,0,0.72,,,10,10,As,32,200,,40,28.3,0,28.3,26.8,25.2,24
108,서울,2010-06-17 19:00,26.8,0,,,1.1,0,20,0,64,0,22.5,19.4,994.8,0,1004.4,0,0,0,0.31,,,,,,,,,40,26.6,0,27.2,26.5,25.3,24.2
108,서울,2010-06-17 20:00,26,0,,,1.3,0,70,0,69,0,23.1,19.8,995.2,0,1004.8,0,0,0,0.08,,,,,,,,,40,24.8,0,26.3,26,25.3,24.3
108,서울,2010-06-17 21:00,25.2,0,,,1,0,50,0,73,0,23.4,20,995.2,0,1004.9,0,,9,,,,8,3,ScAs,10,300,1,40,23.8,0,25.2,25.5,25.1,24.3
108,서울,2010-06-17 22:00,24.9,0,,,1.3,0,70,0,75,0,23.5,20.1,995.4,0,1005.1,0,,9,,,,,,,,,,40,23.5,0,24.7,25,24.9,24.3
108,서울,2010-06-17 23:00,24.5,0,,,0.9,0,50,0,78,0,24,20.4,995.2,0,1004.8,0,,9,,,,,,,,,,40,23.3,0,24.4,24.7,24.8,24.3
108,서울,2010-06-18 0:00,24.2,0,,,1.2,0,50,0,80,0,24.1,20.5,995.4,0,1005,0,,9,,,,10,10,As,32,300,,4019,23.2,0,24.2,24.5,24.6,24.3
108,서울,2010-06-18 1:00,24.3,0,,,2.4,0,70,0,78,0,23.7,20.2,994.7,0,1004.3,0,,9,,,,,,,,,,19,23,0,24,24.3,24.4,24.2
108,서울,2010-06-18 2:00,24.2,0,,,1.9,0,70,0,78,0,23.5,20.1,994.1,0,1003.7,0,,9,,,,,,,,,,19,22.9,0,23.8,24.2,24.3,24.1
108,서울,2010-06-18 3:00,24,0,,,2.3,0,70,0,78,0,23.2,19.9,993.8,0,1003.4,0,,9,,,,10,10,As,30,200,1,19,22.8,0,23.7,24.1,24.2,24.1
108,서울,2010-06-18 4:00,23.7,0,,,1.7,0,70,0,79,0,23.1,19.8,993.3,0,1002.9,0,,9,,,,10,3,ScAs,10,250,,19,22.2,0,23.5,23.9,24.1,24
108,서울,2010-06-18 5:00,23.2,0,,,1.6,0,70,0,84,0,23.8,20.3,993.1,0,1002.8,0,,9,,,,10,4,ScAs,10,200,,19,22,0,23.2,23.7,23.9,23.9
108,서울,2010-06-18 6:00,23.2,0,,,2.9,0,70,0,82,0,23.2,19.9,993.2,0,1002.9,0,0,0,0.07,,,8,5,ScAc,10,300,,19,22.5,0,23.1,23.6,23.8,23.9
108,서울,2010-06-18 7:00,24,0,,,2.8,0,70,0,76,0,22.7,19.5,993.1,0,1002.7,0,0,0,0.4,,,5,3,ScAc,10,400,,19,23.6,0,23.5,23.6,23.7,23.8
108,서울,2010-06-18 8:00,25.7,0,,,1.8,0,70,0,67,0,22.1,19.1,993.2,0,1002.8,0,0.6,0,0.91,,,0,0,,,300,,4019,25.9,0,24,23.7,23.7,23.8
108,서울,2010-06-18 9:00,26.7,0,,,3.6,0,70,0,60,0,20.9,18.2,993.4,0,1003,0,0.7,0,1.42,,,2,2,Ac,40,450,1,40,26.5,0,24.8,24.1,23.8,23.7
108,서울,2010-06-18 10:00,28.2,0,,,3,0,50,0,56,0,21.3,18.5,993.1,0,1002.6,0,1,0,2.01,,,0,0,,,400,,40,28.9,0,25.9,24.5,23.9,23.7
108,서울,2010-06-18 11:00,29,0,,,2.1,0,180,0,52,0,20.8,18.1,992.9,0,1002.4,0,1,0,2.16,,,0,0,,,400,,40,32.9,0,27.8,25.1,24.2,23.7
108,서울,2010-06-18 12:00,29.5,0,,,2.4,0,160,0,52,0,21.4,18.6,992.5,0,1002,0,0,0,1.98,,,7,7,Ac,38,350,,40,34.3,0,29.2,26,24.7,23.8
108,서울,2010-06-18 13:00,29.7,0,,,2.3,0,110,0,45,0,18.6,16.4,992,0,1001.5,0,0,0,1.6,,,7,7,Ac,38,500,,40,34.3,0,29.8,26.7,25.1,24
108,서울,2010-06-18 14:00,30.3,0,,,2.4,0,140,0,40,0,17.2,15.1,991.6,0,1001.1,0,0,0,1.63,,,6,6,Ac,38,500,,40,34.2,0,30.3,27.3,25.6,24.2
108,서울,2010-06-18 15:00,30.7,0,,,2.2,0,140,0,39,0,17.2,15.1,991.2,0,1000.7,0,0.1,0,1.84,,,6,3,AcCi,38,500,0,40,35.7,0,31.2,27.8,25.9,24.3
108,서울,2010-06-18 16:00,30.3,0,,,3,0,200,0,47,0,20.2,17.7,991.1,0,1000.6,0,0,0,1.04,,,10,7,ScAs,12,600,,40,32.2,0,30.9,28.3,26.3,24.6
108,서울,2010-06-18 17:00,29.8,0,,,2.3,0,230,0,48,0,20.1,17.6,991,0,1000.5,0,0,0,0.47,,,10,7,ScAs,12,1000,,7140,30.2,0,29.6,28,26.5,24.8
108,서울,2010-06-18 18:00,26.8,0,,,1.7,0,20,0,66,0,23.2,19.9,991.5,0,1001.1,0,0,0,0.22,,,8,5,ScCi,12,400,,40,27.9,0,28.3,27.5,26.5,24.9
108,서울,2010-06-18 19:00,25.7,0,,,1.7,0,320,0,66,0,21.7,18.8,992.1,0,1001.7,0,0,0,0.1,,,,,,,,,7140,26.2,0,27.3,27,26.4,25
108,서울,2010-06-18 20:00,24.4,0,0,0,2.4,0,290,0,72,0,22,19,992.6,0,1002.2,0,0,0,0,,,10,8,StNs,8,450,,714001,24.5,0,26.4,26.5,26.3,25.1
108,서울,2010-06-18 21:00,23.2,0,0.2,0,0.6,0,70,0,80,0,22.7,19.5,992.6,0,1002.3,0,,9,,,,10,8,ScAs,9,400,1,401901,23.7,0,25.1,25.8,26,25.1
108,서울,2010-06-18 22:00,23.5,0,,9,1.2,0,70,0,79,0,22.8,19.6,993.1,0,1002.8,0,,9,,,,,,,,,,19,23.4,0,24.7,25.3,25.6,25
108,서울,2010-06-18 23:00,23.1,0,0.2,0,2,0,50,0,84,0,23.7,20.2,993.3,0,1003,0,,9,,,,10,8,ScNs,8,300,,1901,23.2,0,24.5,25,25.4,24.9
108,서울,2010-06-19 0:00,22.9,0,0,0,1.9,0,70,0,83,0,23.1,19.8,993.3,0,1003,0,,9,,,,10,8,ScAs,8,200,,1901,23,0,24.2,24.8,25.1,24.9
108,서울,2010-06-19 1:00,22.8,0,0.5,0,1.2,0,50,0,86,0,23.8,20.3,993.2,0,1002.9,0,,9,,,,10,8,ScAs,9,200,,1901,22.9,0,24,24.6,24.9,24.8
108,서울,2010-06-19 2:00,22.6,0,,9,2.6,0,320,0,87,0,23.8,20.3,993.5,0,1003.2,0,,9,,,,,,,,,,19,22.7,0,23.7,24.3,24.6,24.6
108,서울,2010-06-19 3:00,22.4,0,,9,0.9,0,290,0,85,0,22.9,19.7,993.6,0,1003.3,0,,9,,,,10,8,ScAs,9,200,1,19,22.7,0,23.7,24.3,24.6,24.6
108,서울,2010-06-19 4:00,22.5,0,,9,0.9,0,270,0,84,0,22.8,19.6,993.8,0,1003.5,0,,9,,,,10,8,ScAs,9,200,,19,22.6,0,23.6,24.1,24.5,24.5
108,서울,2010-06-19 5:00,22.5,0,,9,1.1,0,290,0,85,0,23.1,19.8,994.1,0,1003.8,0,,9,,,,10,8,ScAs,8,150,,19,22.5,0,23.5,24,24.4,24.4
108,서울,2010-06-19 6:00,21.7,0,3.5,0,1.4,0,250,0,92,0,23.8,20.3,994.3,0,1004.1,0,0,0,0,,,10,8,StNs,6,80,,191601,22.4,0,23.4,24,24.3,24.4
108,서울,2010-06-19 7:00,21.9,0,0,0,1.4,0,250,0,90,0,23.5,20.1,994.5,0,1004.3,0,0,0,0.16,,,10,8,StAs,6,80,,1601,23.2,0,23.3,23.7,24.1,24.2
108,서울,2010-06-19 8:00,22.7,0,,9,0.3,0,0,0,82,0,22.5,19.4,994.8,0,1004.5,0,0,0,0.51,,,10,8,ScAs,9,150,,1916,24.5,0,23.9,23.8,24,24.1
108,서울,2010-06-19 9:00,23.1,0,,9,1.1,0,180,0,79,0,22.2,19.2,994.6,0,1004.3,0,0,0,0.56,,,9,9,Sc,12,150,1,19,25.4,0,24.4,24.1,24,24.1
108,서울,2010-06-19 10:00,23.7,0,,9,2.9,0,250,0,73,0,21.3,18.5,994.6,0,1004.3,0,0,0,0.9,,,9,9,Sc,12,300,,19,26.5,0,24.8,24.3,24.1,24
108,서울,2010-06-19 11:00,25.4,0,,9,1.5,0,160,0,66,0,21.3,18.5,994.3,0,1004,0,0.2,0,1.97,,,9,9,Sc,12,400,,4019,30.3,0,26.7,24.8,24.2,24
108,서울,2010-06-19 12:00,25.2,0,0,0,3.5,0,250,0,69,0,22.1,19.1,994.3,0,1004,0,0.1,0,1.42,,,9,9,Sc,12,400,,4001,29.1,0,27.7,25.5,24.6,24.1
108,서울,2010-06-19 13:00,23.3,0,,9,5.8,0,250,0,78,0,22.2,19.2,994.3,0,1004,0,0,0,1.32,,,9,9,Sc,12,150,,40,28,0,27.6,25.9,24.9,24.2
108,서울,2010-06-19 14:00,23.3,0,,9,2.9,0,290,0,74,0,21,18.3,994,0,1003.7,0,0,0,0.65,,,9,9,Sc,12,200,,40,27.7,0,26.5,25.7,25,24.3
108,서울,2010-06-19 15:00,24.4,0,,9,2.6,0,290,0,67,0,20.4,17.8,993.9,0,1003.5,0,0,0,1.44,,,9,9,Sc,12,300,1,40,29.7,0,27.4,25.8,25.1,24.4
108,서울,2010-06-19 16:00,24.9,0,,9,3.9,0,270,0,63,0,19.7,17.3,993.6,0,1003.3,0,0,0,1.24,,,8,8,Sc,12,1000,,40,29.6,0,27.5,26.2,25.3,24.5
108,서울,2010-06-19 17:00,24.4,0,,9,3.8,0,250,0,67,0,20.4,17.8,993.5,0,1003.1,0,0,0,1,,,7,7,Sc,12,1000,,,28.5,0,27.4,26.2,25.4,24.5
108,서울,2010-06-19 18:00,23,0,0,0,4,0,270,0,78,0,21.8,18.9,993.7,0,1003.4,0,0,0,0.54,,,8,8,Sc,12,700,,1901,25.2,0,26.7,26.1,25.5,24.6
108,서울,2010-06-19 19:00,22.6,0,0,0,3,0,290,0,78,0,21.3,18.5,994,0,1003.7,0,0,0,0.2,,,9,9,CuSc,9,700,,1904,23.9,0,25.4,25.6,25.4,24.7
108,서울,2010-06-19 20:00,22.6,0,,9,1.6,0,290,0,76,0,20.8,18.1,994.3,0,1004,0,0,0,0.01,,,,,,,,,19,23,0,24.6,25,25.2,24.7
108,서울,2010-06-19 21:00,22.4,0,,9,1.9,0,320,0,76,0,20.5,17.9,994.6,0,1004.3,0,,9,,,,8,8,Sc,10,450,1,19,22.5,0,24.1,24.7,25,24.7
108,서울,2010-06-19 22:00,22.3,0,,9,1.2,0,340,0,78,0,20.9,18.2,994.6,0,1004.3,0,,9,,,,,,,,,,19,22.2,0,23.7,24.4,24.8,24.6
108,서울,2010-06-19 23:00,22.2,0,,9,1.2,0,340,0,78,0,20.8,18.1,994.5,0,1004.2,0,,9,,,,,,,,,,19,22,0,23.4,24.1,24.6,24.5
108,서울,2010-06-20 0:00,21.5,0,0.5,0,0.7,0,320,0,87,0,22.2,19.2,994.1,0,1003.9,0,,9,,,,9,9,CuSc,8,350,,711904,21.8,0,23.2,23.9,24.4,24.5
108,서울,2010-06-20 1:00,21.4,0,,,1.5,0,290,0,86,0,21.8,18.9,993.7,0,1003.5,0,,9,,,,,,,,,,7119,21.9,0,23,23.7,24.2,24.4
108,서울,2010-06-20 2:00,21.3,0,,,1.7,0,320,0,86,0,21.7,18.8,993.4,0,1003.2,0,,9,,,,,,,,,,19,21.8,0,22.9,23.6,24.1,24.3
108,서울,2010-06-20 3:00,21.1,0,,,0.5,0,90,0,88,0,22,19,993.3,0,1003.1,0,,9,,,,10,6,ScAs,12,300,1,19,21.7,0,22.8,23.5,24,24.1
108,서울,2010-06-20 4:00,21.1,0,,,1.1,0,290,0,87,0,21.7,18.8,993.3,0,1003.1,0,,9,,,,8,8,Sc,10,250,,19,21.6,0,22.7,23.4,23.8,24.1
108,서울,2010-06-20 5:00,21,0,,,2.2,0,290,0,88,0,21.8,18.9,993.5,0,1003.3,0,,9,,,,10,8,ScAs,10,250,,19,21.4,0,22.6,23.3,23.7,24
108,서울,2010-06-20 6:00,20.9,0,,,1.8,0,320,0,87,0,21.4,18.6,993.7,0,1003.5,0,0,0,0.03,,,8,8,Sc,10,300,,19,21.4,0,22.5,23.2,23.6,23.9
108,서울,2010-06-20 7:00,21,0,,,2.7,0,290,0,86,0,21.3,18.5,994,0,1003.8,0,0,0,0.12,,,8,8,Sc,10,350,,19,21.9,0,22.5,23.1,23.5,23.8
108,서울,2010-06-20 8:00,21.9,0,,,1.3,0,290,0,80,0,20.9,18.2,993.6,0,1003.4,0,0,0,0.65,,,10,7,ScAs,10,600,,19,24.4,0,23.1,23.2,23.5,23.7
108,서울,2010-06-20 9:00,22.9,0,,,2.1,0,290,0,77,0,21.4,18.6,993.6,0,1003.3,0,0.1,0,1.2,,,8,8,Sc,10,600,1,19,26.7,0,24.2,23.5,23.5,23.7
108,서울,2010-06-20 10:00,23.8,0,,,2.8,0,290,0,72,0,21.2,18.4,993.5,0,1003.1,0,0.8,0,2.04,,,8,8,Sc,10,700,,19,27.9,0,25.2,24.1,23.7,23.7
108,서울,2010-06-20 11:00,24.5,0,,,2.7,0,270,0,67,0,20.5,17.9,993.7,0,1003.3,0,0.3,0,1.79,,,9,9,Sc,10,800,,4019,30.6,0,26.3,24.7,23.9,23.7
108,서울,2010-06-20 12:00,24.2,0,,,3.2,0,320,0,72,0,21.7,18.8,993.7,0,1003.3,0,0,0,1.2,,,9,9,Sc,10,800,,40,30,0,26.4,25,24.2,23.7
108,서울,2010-06-20 13:00,24.5,0,,,2.4,0,270,0,66,0,20.2,17.7,993.3,0,1002.9,0,0.1,0,1.43,,,7,7,Sc,10,800,,40,30.7,0,26.9,25.4,24.5,23.8
108,서울,2010-06-20 14:00,26,0,,,3.2,0,270,0,60,0,20.1,17.6,992.8,0,1002.4,0,0.7,0,2.97,,,4,4,Sc,10,1200,,40,37.1,0,29.6,26.4,24.8,24
108,서울,2010-06-20 15:00,26.7,0,,,3,0,290,0,59,0,20.6,18,992.5,0,1002.1,0,0.7,0,2.43,,,6,6,Sc,10,1200,1,,35.8,0,30.9,27.6,25.4,24.1
108,서울,2010-06-20 16:00,26,0,,,4,0,270,0,62,0,20.8,18.1,992.2,0,1001.8,0,0.6,0,2.02,,,6,6,Sc,10,1200,,,32.7,0,31.3,28.3,26,24.4
108,서울,2010-06-20 17:00,26.1,0,,,3.6,0,290,0,62,0,20.9,18.2,992.3,0,1001.9,0,0.6,0,1.54,,,3,3,Sc,10,1300,,,32.4,0,30.7,28.3,26.3,24.6
108,서울,2010-06-20 18:00,25.6,0,,,3.2,0,270,0,62,0,20.2,17.7,992.4,0,1002,0,0.7,0,1.02,,,1,1,Sc,10,1300,,,29,0,29.7,28.1,26.5,24.8
108,서울,2010-06-20 19:00,24.5,0,,,4.9,0,290,0,65,0,19.9,17.4,992.8,0,1002.4,0,0.6,0,0.5,,,,,,,,,,25.7,0,28,27.5,26.5,24.9
108,서울,2010-06-20 20:00,22.5,0,,,3.8,0,290,0,74,0,20.1,17.6,993.6,0,1003.3,0,0,0,0.09,,,,,,,,,,23.3,0,26.1,26.6,26.3,25
108,서울,2010-06-20 21:00,21.9,0,,,2.6,0,290,0,75,0,19.6,17.2,994.1,0,1003.9,0,,9,,,,0,0,,,1300,1,,21.9,0,24.7,25.7,25.9,25
108,서울,2010-06-20 22:00,21.7,0,,,2.1,0,270,0,76,0,19.6,17.2,994.3,0,1004.1,0,,9,,,,,,,,,,,21.2,0,23.8,25,25.5,25
108,서울,2010-06-20 23:00,21.2,0,,,1.1,0,290,0,79,0,19.9,17.4,994.6,0,1004.4,0,,9,,,,,,,,,,,20.7,0,23.2,24.5,25.1,24.9
108,서울,2010-06-21 0:00,20.9,0,,,2.4,0,250,0,79,0,19.5,17.1,994.4,0,1004.2,0,,9,,,,0,0,,,1000,,,20.3,0,22.7,24,24.8,24.8
108,서울,2010-06-21 1:00,20.1,0,,,2.2,0,250,0,82,0,19.2,16.9,994.3,0,1004.2,0,,9,,,,,,,,900,,19,19.7,0,22.3,23.7,24.5,24.7
108,서울,2010-06-21 2:00,18.6,0,,,3.4,0,250,0,89,0,19,16.7,994.1,0,1003.9,0,,9,,,,,,,,400,,19,19.4,0,21.8,23.3,24.3,24.6
108,서울,2010-06-21 3:00,18.5,0,,,1.5,0,230,0,91,0,19.2,16.9,993.7,0,1003.6,0,,9,,,,0,0,,,400,1,19,20,0,21.7,23,24,24.4
108,서울,2010-06-21 4:00,18.3,0,,,1.8,0,270,0,91,0,19,16.7,994,0,1003.9,0,,9,,,,0,0,,,300,,19,20,0,21.7,22.9,23.8,24.2
108,서울,2010-06-21 5:00,18.4,0,,,1.4,0,270,0,91,0,19.1,16.8,994.3,0,1004.2,0,,9,,,,0,0,,,100,,19,20.1,0,21.6,22.7,23.6,24.1
108,서울,2010-06-21 6:00,18.5,0,,,1.5,0,230,0,89,0,18.9,16.6,994.6,0,1004.5,0,0,0,0.02,,,0,0,,,150,,19,20.3,0,21.6,22.6,23.4,24
108,서울,2010-06-21 7:00,18.8,0,,,2.3,0,270,0,88,0,19,16.7,995.1,0,1004.9,0,0,0,0.12,,,9,9,Sc,9,150,,19,20.7,0,21.7,22.6,23.3,23.9
108,서울,2010-06-21 8:00,18.1,0,0,0,2.4,0,270,0,92,0,19,16.7,995.5,0,1005.4,0,0,0,0.17,,,10,10,,8,80,,191602,20.9,0,21.7,22.5,23.2,23.7
108,서울,2010-06-21 9:00,18.6,0,,9,1.5,0,320,0,89,0,19,16.7,995.6,0,1005.5,0,0,0,0.33,,,10,10,StAs,6,130,1,1916,21.8,0,22,22.6,23.1,23.6
108,서울,2010-06-21 10:00,19.8,0,,9,1.6,0,290,0,79,0,18.2,16,995.8,0,1005.7,0,0,0,0.58,,,10,10,Sc,8,300,,19,24,0,22.5,22.7,23.1,23.5
108,서울,2010-06-21 11:00,22.1,0,,9,1.2,0,270,0,67,0,17.7,15.6,995.8,0,1005.6,0,0.2,0,1.75,,,8,8,Sc,9,800,,4019,29.8,0,24.3,23.2,23.1,23.5
108,서울,2010-06-21 12:00,23.2,0,,9,2,0,340,0,65,0,18.4,16.2,995.5,0,1005.2,0,0.6,0,2.58,,,4,4,Sc,10,800,,40,35.1,0,26.9,24,23.4,23.5
108,서울,2010-06-21 13:00,24.5,0,,9,2.8,0,270,0,57,0,17.5,15.4,994.8,0,1004.4,0,1,0,3.28,,,3,3,Sc,10,800,,40,39.8,0,30,25.7,24,23.5
108,서울,2010-06-21 14:00,25.9,0,,9,3.1,0,270,0,55,0,18.3,16.1,994.7,0,1004.3,0,1,0,3.25,,,2,2,Sc,10,800,,40,42,0,32.3,27.5,24.7,23.7
108,서울,2010-06-21 15:00,26.9,0,,9,3,0,270,0,47,0,16.6,14.6,994.3,0,1003.9,0,1,0,2.99,,,0,0,,,900,0,40,41.9,0,33.7,29,25.7,23.9
108,서울,2010-06-21 16:00,27.6,0,,9,3,0,270,0,44,0,16.2,14.2,994,0,1003.6,0,1,0,2.49,,,0,0,,,1100,,40,40.3,0,34.3,30,26.5,24.3
108,서울,2010-06-21 17:00,27.4,0,,9,2.7,0,320,0,40,0,14.5,12.5,994.1,0,1003.7,0,1,0,1.92,,,0,0,,,1300,,,37.1,0,33.9,30.3,27,24.6
108,서울,2010-06-21 18:00,27.3,0,,9,2.5,0,290,0,44,0,15.9,13.9,994.2,0,1003.8,0,1,0,1.27,,,0,0,,,1300,,,32.2,0,32.6,30.1,27.3,24.9
108,서울,2010-06-21 19:00,25.8,0,,9,3,0,250,0,57,0,18.9,16.6,994.7,0,1004.3,0,0.8,0,0.53,,,,,,,,,,28,0,30.2,29,27.3,25.1
108,서울,2010-06-21 20:00,24.4,0,,9,3.4,0,290,0,61,0,18.5,16.3,995.3,0,1004.9,0,0,0,0.12,,,,,,,,,,25.1,0,27.9,27.9,27.1,25.4
108,서울,2010-06-21 21:00,23.1,0,,9,2.1,0,290,0,63,0,17.7,15.6,995.7,0,1005.4,0,,9,,,,0,0,,,1300,0,,23.2,0,26.1,26.9,26.7,25.5
108,서울,2010-06-21 22:00,22,0,,9,2.3,0,290,0,64,0,16.8,14.8,995.7,0,1005.5,0,,9,,,,,,,,,,,21.6,0,24.8,26,26.3,25.5
108,서울,2010-06-21 23:00,21.5,0,,9,1.5,0,320,0,64,0,16.3,14.3,996,0,1005.8,0,,9,,,,,,,,,,,20.5,0,23.7,25.1,25.8,25.4
108,서울,2010-06-22 0:00,21.1,0,,9,1.5,0,320,0,64,0,16,14,995.9,0,1005.7,0,,9,,,,0,0,,,1400,,,19.6,0,22.9,24.5,25.4,25.2
108,서울,2010-06-22 1:00,19.9,0,,,2.3,0,290,0,73,0,16.9,14.9,995.9,0,1005.8,0,,9,,,,,,,,,,,18.8,0,22.1,23.9,24.9,25
108,서울,2010-06-22 2:00,19.7,0,,,1.2,0,320,0,71,0,16.2,14.2,996.1,0,1005.9,0,,9,,,,,,,,,,,18.2,0,21.5,23.4,24.6,24.8
108,서울,2010-06-22 3:00,19.3,0,,,1.5,0,320,0,66,0,14.7,12.7,996.3,0,1006.1,0,,9,,,,2,0,Ci,,1500,0,,17.6,0,21,23,24.3,24.7
108,서울,2010-06-22 4:00,19.1,0,,,1.4,0,250,0,66,0,14.5,12.5,996.2,0,1006,0,,9,,,,2,0,Ci,,1500,,,17.4,0,20.6,22.6,23.9,24.5
108,서울,2010-06-22 5:00,18.4,0,,,1.3,0,270,0,71,0,15,13,996.8,0,1006.7,0,,9,,,,3,3,Ac,43,1600,,,17.1,0,20.3,22.2,23.6,24.3
108,서울,2010-06-22 6:00,18.4,0,,,1.2,0,50,0,72,0,15.2,13.2,996.5,0,1006.4,0,0,0,0.06,,,0,0,,,1800,,,17.5,0,20.1,21.9,23.3,24.1
108,서울,2010-06-22 7:00,19.6,0,,,1,0,70,0,61,0,13.8,11.8,996.7,0,1006.5,0,0.5,0,0.46,,,0,0,,,1800,,,19.2,0,20.3,21.8,23.1,24
108,서울,2010-06-22 8:00,21.7,0,,,1,0,70,0,55,0,14.2,12.2,996.8,0,1006.6,0,1,0,1.04,,,0,0,,,1600,,,22.8,0,21,22,23,23.8
108,서울,2010-06-22 9:00,23.3,0,,,1.5,0,180,0,37,0,10.5,7.7,997.1,0,1006.8,0,0.7,0,1.43,,,5,3,ScAc,12,1800,0,,24.8,0,22.5,22.4,23,23.7
108,서울,2010-06-22 10:00,24,0,,,3.5,0,290,0,33,0,9.8,6.7,998.1,0,1007.8,0,0.3,0,1.65,,,8,4,ScAc,12,1800,,,27.5,0,23.9,23.1,23.1,23.6
108,서울,2010-06-22 11:00,24.7,0,,,2.8,0,250,0,35,0,10.8,8.1,997.5,0,1007.1,0,0.4,0,2.04,,,5,5,Ac,38,1600,,,32.1,0,25.6,23.7,23.4,23.5
108,서울,2010-06-22 12:00,24.1,0,,,3.1,0,270,0,34,0,10.2,7.2,997.7,0,1007.4,0,0.2,0,1.31,,,10,6,ScAs,12,2000,,,27.7,0,26.4,24.5,23.7,23.5
108,서울,2010-06-22 13:00,24.5,0,,,4.3,0,250,0,33,0,10.1,7.1,997.3,0,1006.9,0,0.2,0,1.73,,,8,2,ScAc,12,2200,,,33.5,0,27,24.7,24.1,23.6
108,서울,2010-06-22 14:00,24.5,0,,,4.5,0,250,0,33,0,10.1,7.1,996.7,0,1006.3,0,0.5,0,2.41,,,7,2,ScAc,12,2200,,,34.7,0,29.2,25.9,24.4,23.8
108,서울,2010-06-22 15:00,24.6,0,,,4.7,0,230,0,37,0,11.4,8.9,996.3,0,1005.9,0,0.5,0,1.89,,,3,3,Ac,42,2000,0,,36,0,29.4,26.5,24.8,23.9
108,서울,2010-06-22 16:00,24.2,0,,,3.2,0,270,0,36,0,10.8,8.1,996.3,0,1006,0,0.4,0,1.62,,,7,4,ScAc,12,2000,,,32.1,0,29.5,27.1,25.3,24.1
108,서울,2010-06-22 17:00,23.4,0,,,3.1,0,290,0,34,0,9.7,6.6,996.2,0,1005.9,0,0,0,0.9,,,9,9,Sc,12,2200,,,28.9,0,28.3,26.9,25.6,24.3
108,서울,2010-06-22 18:00,22.8,0,,,2.6,0,290,0,39,0,10.8,8.1,996.3,0,1006,0,0,0,0.33,,,8,8,Sc,12,2200,,,26.3,0,26.6,26.3,25.6,24.5
108,서울,2010-06-22 19:00,22.3,0,,,2.6,0,320,0,47,0,12.6,10.4,996.6,0,1006.4,0,0,0,0.25,,,,,,,,,,24.5,0,25.6,25.7,25.5,24.6
108,서울,2010-06-22 20:00,21.6,0,,,1.1,0,340,0,55,0,14.1,12.1,996.9,0,1006.7,0,0,0,0.06,,,,,,,,,,23.1,0,24.5,25,25.2,24.6
108,서울,2010-06-22 21:00,21.3,0,,,1.4,0,360,0,57,0,14.4,12.4,997.2,0,1007,0,,9,,,,9,9,Sc,10,2200,0,,22.3,0,23.8,24.6,24.9,24.6
108,서울,2010-06-22 22:00,20.7,0,,,1.3,0,50,0,57,0,13.8,11.8,997.5,0,1007.4,0,,9,,,,,,,,,,,20.4,0,23,24.1,24.7,24.5
108,서울,2010-06-22 23:00,20.2,0,,,1,0,90,0,58,0,13.7,11.6,997.4,0,1007.3,0,,9,,,,,,,,,,,19.3,0,22.1,23.6,24.4,24.4
108,서울,2010-06-23 0:00,19.2,0,,,1.1,0,50,0,64,0,14.2,12.2,997.7,0,1007.6,0,,9,,,,3,0,Ci,,2000,,,18.1,0,21.3,23.1,24.1,24.3
108,서울,2010-06-23 1:00,18.8,0,,,0.1,0,0,0,65,0,14,12,998,0,1007.9,0,,9,,,,,,,,,,,17.3,0,20.6,22.5,23.8,24.1
108,서울,2010-06-23 2:00,18.6,0,,,1.1,0,70,0,69,0,14.7,12.7,997.8,0,1007.7,0,,9,,,,,,,,,,,16.8,0,20,22.1,23.4,24
